Pokemon Name,Entropy,Average Pokemon Remaining
Axew,4.46700969052217,53.400581940981944
Slakoth,4.464497776272045,53.493640087064676
Boldore,4.463289316834491,53.53846728513724
Clamperl,4.454944001443269,53.84905970331781
Vanillish,4.449148659112374,54.06580778276851
Tornadus Therian Forme,4.448142470733036,54.103528410337624
Patrat,4.4472945654287095,54.13533565363273
Darmanitan Standard Mode,4.446949111793654,54.14829992338071
Mienshao,4.442102497435001,54.33051253960719
Meowstic,4.440623322182612,54.38624542814598
Spinda,4.439071693614191,54.44476968001788
Bagon,4.431854956531885,54.71779893841803
Pansear,4.413792120576474,55.40718354597547
Zorua,4.40898919252796,55.59194898131658
Tornadus Incarnate Forme,4.408781086345965,55.59996859902522
Grovyle,4.408155265567801,55.62409231376975
Makuhita,4.407176771508311,55.66183161702186
Elgyem,4.40421262383267,55.77631145760193
Timburr,4.4040722415171825,55.78173906946309
Mightyena,4.400205568487982,55.931444337197206
Zangoose,4.397104349032952,56.05180397132698
Vigoroth,4.396981991516566,56.056558025490574
Corphish,4.396288070360416,56.08352712631699
Sylveon,4.396238254649043,56.08546370262498
Cranidos,4.395373097590247,56.119107186130876
Whismur,4.3935305339045145,56.19082649317445
Conkeldurr,4.393506504140346,56.191762424550014
Oshawott,4.389886716809499,56.332927126867666
Vanilluxe,4.388753071059891,56.37720999944124
Cinccino,4.386471258515453,56.4664485476647
Lurantis,4.3862491684177085,56.47514172538512
Jangmo-o,4.384237631293857,56.55393944408856
Cacnea,4.3824530580570205,56.62393836286852
Cresselia,4.3802894359209885,56.7089214782822
Tympole,4.37661536646586,56.853524487458515
Absol,4.376370552492785,56.86317290089195
Luxio,4.375436016444581,56.900019149475
Luvdisc,4.374100028874107,56.95273502124817
Bergmite,4.372527625476247,57.01484204407867
Bouffalant,4.366512907070896,57.25303795728648
Sliggoo,4.3635789304212595,57.36959065568493
Feebas,4.35695100797221,57.63376011911102
Torracat,4.354395799337293,57.735927776620684
Petilil,4.354135508161203,57.74634543793477
Barraskewda,4.3541078655330665,57.74745189217531
Clauncher,4.354003486010963,57.751630092915626
Florges,4.3514398028222265,57.85434654109885
Riolu,4.349616578422099,57.927506934068234
Nosepass,4.349505873328588,57.93195216742808
Croconaw,4.346617556840848,58.04804975923707
Wynaut,4.34376513811473,58.16293276130751
Darkrai,4.343613238555145,58.16905698627924
Lycanroc Midnight Form,4.343067816207863,58.19105241894073
Roggenrola,4.342424567245464,58.2170036275829
Unfezant,4.3419583558998625,58.235819671666455
Bibarel,4.338364040551454,58.381088669911485
Mantyke,4.3345266260870075,58.53658282720463
Swanna,4.333583656588295,58.57485581890844
Alolan Persian,4.330150012810811,58.71443120699909
Mudbray,4.329875086953557,58.725621134895576
Luxray,4.329172649478624,58.754221164635524
Porygon2,4.328933829581563,58.76394798707548
Skitty,4.327393085916415,58.82673918132656
Exploud,4.3273147323879195,58.82993417931481
Glaceon,4.320694645989928,59.10050707172047
Bayleef,4.318733750050036,59.18089047567456
Gumshoos,4.3184210491850505,59.19371918917274
Sigilyph,4.315920202980361,59.29641779378669
Banette,4.315022595916748,59.33332195090115
Mega Blastoise,4.312797283798613,59.42491236955325
Zigzagoon,4.309451123270552,59.56290138869601
Komala,4.305862421500179,59.711248447440994
Steenee,4.301540446121379,59.8903975288236
Smeargle,4.299194284295929,59.987872653935916
Tepig,4.296973928279524,60.08026708112315
Dunsparce,4.2934512155776146,60.227147827244615
Leavanny,4.291699623560116,60.300314681397076
Pancham,4.289998160345585,60.371472680007265
Bonsly,4.284703718106352,60.59343261163552
Deerling,4.283634484150728,60.63835726189998
Lycanroc Midday Form,4.283053324877196,60.66278906596362
Lycanroc Dusk Form,4.283053324877196,60.66278906596362
Cherrim,4.2788243551257406,60.84087068379765
Frillish,4.275554764140655,60.97891118398431
Torkoal,4.272899876706603,61.091229581895895
Aromatisse,4.271517188196588,61.149807888549226
Galarian Slowpoke,4.270988420693075,61.17222423885039
Miltank,4.270361366081158,61.198817982852916
Politoed,4.270081411791961,61.21069473679106
Sceptile,4.267027932240638,61.34038502675279
Zebstrika,4.258916513896149,61.686236971012875
Zoroark,4.257039605433003,61.76654137534944
Octillery,4.251500475643985,62.004145663838194
Cryogonal,4.250333637147963,62.054314332505946
Carracosta,4.248872188638499,62.11720713531789
Pelipper,4.247461816665423,62.177962320738196
Illumise,4.247429800826134,62.17934217003482
Galarian Ponyta,4.246732841235826,62.20938799201021
Lombre,4.243737838025534,62.33866745903968
Dusclops,4.242012857236104,62.41324823539268
Staraptor,4.241659430222861,62.42853991479917
